CPT_id	rootSource	name	obsolete	atomCount	concepts
0367U	CPT	Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, diagnostic algorithm reported as a risk score for probability of rapid recurrence of recurrent or persistent cancer following transurethral resection	False	7	C5851922;C5851924;C5851925;C5851921;C5851923
0368U	CPT	Oncology (colorectal cancer), evaluation for mutations of APC, BRAF, CTNNB1, KRAS, NRAS, PIK3CA, SMAD4, and TP53, and methylation markers (MYO1G, KCNQ5, C9ORF50, FLI1, CLIP4, ZNF132, and TWIST1), multiplex quantitative polymerase chain reaction (qPCR), circulating cell-free DNA (cfDNA), plasma, report of risk score for advanced adenoma or colorectal cancer	False	7	C5851926;C5851927;C5851929;C5851928
0371U	CPT	Infectious agent detection by nucleic acid (DNA or RNA), genitourinary pathogen, semiquantitative identification, DNA from 16 bacterial organisms and 1 fungal organism, multiplex amplified probe technique via quantitative polymerase chain reaction (qPCR), urine	False	7	C5851943;C5851944;C5851940;C5851941;C5851942
0372U	CPT	Infectious disease (genitourinary pathogens), antibiotic-resistance gene detection, multiplex amplified probe technique, urine, reported as an antimicrobial stewardship risk score	False	5	C5851945;C5851946
0375U	CPT	Oncology (ovarian), biochemical assays of 7 proteins (follicle stimulating hormone, human epididymis protein 4, apolipoprotein A-1, transferrin, beta-2 macroglobulin, prealbumin [ie, transthyretin], and cancer antigen 125), algorithm reported as ovarian cancer risk score	False	5	C5851961;C5851962
0376U	CPT	Oncology (prostate cancer), image analysis of at least 128 histologic features and clinical factors, prognostic algorithm determining the risk of distant metastases, and prostate cancer-specific mortality, includes predictive algorithm to androgen deprivation-therapy response, if appropriate	False	5	C5851963;C5851965;C5851964
0377U	CPT	Cardiovascular disease, quantification of advanced serum or plasma lipoprotein profile, by nuclear magnetic resonance (NMR) spectrometry with report of a lipoprotein profile (including 23 variables)	False	5	C5851966;C5851967
0378U	CPT	RFC1 (replication factor C subunit 1), repeat expansion variant analysis by traditional and repeat-primed PCR, blood, saliva, or buccal swab	False	8	C5851968;C5851969;C5851972;C5851970;C5851971
0379U	CPT	Targeted genomic sequence analysis panel, solid organ neoplasm, DNA (523 genes) and RNA (55 genes) by next-generation sequencing, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability, and tumor mutational burden	False	5	C5851973;C5851974
0381U	CPT	Maple syrup urine disease monitoring by patient-collected blood card sample, quantitative measurement of allo-isoleucine, leucine, isoleucine, and valine, liquid chromatography with tandem mass spectrometry (LC-MS/MS)	False	5	C5851979;C5851980
0382U	CPT	Hyperphenylalaninemia monitoring by patient-collected blood card sample, quantitative measurement of phenylalanine and tyrosine, liquid chromatography with tandem mass spectrometry (LC-MS/MS)	False	5	C5851981;C5851982
0383U	CPT	Tyrosinemia type I monitoring by patient-collected blood card sample, quantitative measurement of tyrosine, phenylalanine, methionine, succinylacetone, nitisinone, liquid chromatography with tandem mass spectrometry (LC-MS/MS)	False	5	C5851983;C5851984
0384U	CPT	Nephrology (chronic kidney disease), carboxymethyllysine, methylglyoxal hydroimidazolone, and carboxyethyl lysine by liquid chromatography with tandem mass spectrometry (LC-MS/MS) and HbA1c and estimated glomerular filtration rate (GFR), with risk score reported for predictive progression to high-stage kidney disease	False	5	C5851985;C5851986
0385U	CPT	Nephrology (chronic kidney disease), apolipoprotein A4 (ApoA4), CD5 antigen-like (CD5L), and insulin-like growth factor binding protein 3 (IGFBP3) by enzyme-linked immunoassay (ELISA), plasma, algorithm combining results with HDL, estimated glomerular filtration rate (GFR) and clinical data reported as a risk score for developing diabetic kidney disease	False	5	C5851987;C5851988
0387U	CPT	Oncology (melanoma), autophagy and beclin 1 regulator 1 (AMBRA1) and loricrin (AMLo) by immunohistochemistry, formalin-fixed paraffin-embedded (FFPE) tissue, report for risk of progression	False	5	C5851989;C5851990
0388U	CPT	Oncology (non-small cell lung cancer), next-generation sequencing with identification of single nucleotide variants, copy number variants, insertions and deletions, and structural variants in 37 cancer-related genes, plasma, with report for alteration detection	False	5	C5851991;C5851992
0389U	CPT	Pediatric febrile illness (Kawasaki disease [KD]), interferon alpha-inducible protein 27 (IFI27) and mast cell-expressed membrane protein 1 (MCEMP1), RNA, using quantitative reverse transcription polymerase chain reaction (RT-qPCR), blood, reported as a risk score for KD	False	5	C5851993;C5851994
0390U	CPT	Obstetrics (preeclampsia), kinase insert domain receptor (KDR), Endoglin (ENG), and retinol-binding protein 4 (RBP4), by immunoassay, serum, algorithm reported as a risk score	False	5	C5851996;C5851995
0391U	CPT	Oncology (solid tumor), DNA and RNA by next-generation sequencing, utilizing formalin-fixed paraffin-embedded (FFPE) tissue, 437 genes, interpretive report for single nucleotide variants, splice-site variants, insertions/deletions, copy number alterations, gene fusions, tumor mutational burden, and microsatellite instability, with algorithm quantifying immunotherapy response score	False	5	C5851997;C5851998
0392U	CPT	Drug metabolism (depression, anxiety, attention deficit hyperactivity disorder [ADHD]), gene-drug interactions, variant analysis of 16 genes, including deletion/duplication analysis of CYP2D6, reported as impact of gene-drug interaction for each drug	False	16	C5852007;C5852008;C5851999;C5852002;C5852006;C5852005;C5852009;C5852000;C5852001;C5852004;C5852010;C5852011;C5852003
0393U	CPT	Neurology (eg, Parkinson disease, dementia with Lewy bodies), cerebrospinal fluid (CSF), detection of misfolded 伪-synuclein protein by seed amplification assay, qualitative	False	6	C5852012;C5852013;C5852014;C5852015
0394U	CPT	Perfluoroalkyl substances (PFAS) (eg, perfluorooctanoic acid, perfluorooctane sulfonic acid), 16 PFAS compounds by liquid chromatography with tandem mass spectrometry (LC-MS/MS), plasma or serum, quantitative	False	13	C5852017;C5852020;C5852022;C5852021;C5852016;C5852024;C5852026;C5852018;C5852019;C5852025;C5852023
0395T	CPT	High dose rate electronic brachytherapy, interstitial or intracavitary treatment, per fraction, includes basic dosimetry, when performed	False	4	C5416616;C4051827
0395U	CPT	Oncology (lung), multi-omics (microbial DNA by shotgun next-generation sequencing and carcinoembryonic antigen and osteopontin by immunoassay), plasma, algorithm reported as malignancy risk for lung nodules in early-stage disease	False	5	C5852028;C5852027
0398U	CPT	Gastroenterology (Barrett's esophagus), P16, RUNX3, HPP1, and FBN1 DNA methylation analysis using PCR, formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as risk score for progression to high-grade dysplasia or cancer	False	5	C5852030;C5852031
0399U	CPT	Neurology (cerebral folate deficiency), serum, detection of anti-human folate receptor IgG-binding antibody and blocking autoantibodies by enzyme-linked immunoassay (ELISA), qualitative, and blocking autoantibodies, using a functional blocking assay for IgG or IgM, quantitative, reported as positive or not detected	False	5	C5852032;C5852033;C5852034
0400U	CPT	Obstetrics (expanded carrier screening), 145 genes by next-generation sequencing, fragment analysis and multiplex ligation-dependent probe amplification, DNA, reported as carrier positive or negative	False	5	C5852035;C5852036
0401U	CPT	Cardiology (coronary heart disease [CHD]), 9 genes (12 variants), targeted variant genotyping, blood, saliva, or buccal swab, algorithm reported as a genetic risk score for a coronary event	False	8	C5852038;C5852037;C5852041;C5852039;C5852040
0402U	CPT	Infectious agent (sexually transmitted infection), Chlamydia trachomatis, Neisseria gonorrhoeae, Trichomonas vaginalis, Mycoplasma genitalium, multiplex amplified probe technique, vaginal, endocervical, or male urine, each pathogen reported as detected or not detected	False	8	C5852042;C5852046;C5852044;C5852045;C5852043
0403U	CPT	Oncology (prostate), mRNA, gene expression profiling of 18 genes, first-catch urine, algorithm reported as percentage of likelihood of detecting clinically significant prostate cancer	False	5	C5852048;C5852047;C5944590
0404U	CPT	Oncology (breast), semiquantitative measurement of thymidine kinase activity by immunoassay, serum, results reported as risk of disease progression	False	5	C5852051;C5852052
0405U	CPT	Oncology (pancreatic), 59 methylation haplotype block markers, next-generation sequencing, plasma, reported as cancer signal detected or not detected	False	5	C5852054;C5852053
0406U	CPT	Oncology (lung), flow cytometry, sputum, 5 markers (meso-tetra [4-carboxyphenyl] porphyrin [TCPP], CD206, CD66b, CD3, CD19), algorithm reported as likelihood of lung cancer	False	5	C5852055;C5852056
0407U	CPT	Nephrology (diabetic chronic kidney disease [CKD]), multiplex electrochemiluminescent immunoassay (ECLIA) of soluble tumor necrosis factor receptor 1 (sTNFR1), soluble tumor necrosis receptor 2 (sTNFR2), and kidney injury molecule 1 (KIM-1) combined with clinical data, plasma, algorithm reported as risk for progressive decline in kidney function	False	5	C5852057;C5852058
0408U	CPT	Infectious agent antigen detection by bulk acoustic wave biosensor immunoassay, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19])	False	5	C5852059
0409U	CPT	Oncology (solid tumor), DNA (80 genes) and RNA (36 genes), by next-generation sequencing from plasma, including single nucleotide variants, insertions/deletions, copy number alterations, microsatellite instability, and fusions, report showing identified mutations with clinical actionability	False	5	C5852061;C5852060
0410U	CPT	Oncology (pancreatic), DNA, whole genome sequencing with 5-hydroxymethylcytosine enrichment, whole blood or plasma, algorithm reported as cancer detected or not detected	False	7	C5852062;C5852063;C5852064;C5852065;C5852066
0411U	CPT	Psychiatry (eg, depression, anxiety, attention deficit hyperactivity disorder [ADHD]), genomic analysis panel, variant analysis of 15 genes, including deletion/duplication analysis of CYP2D6	False	8	C5852070;C5848697;C5852067;C5852069;C5852071;C5852068
0412U	CPT	Beta amyloid, A尾42/40 ratio, immunoprecipitation with quantitation by liquid chromatography with tandem mass spectrometry (LC-MS/MS) and qualitative ApoE isoform-specific proteotyping, plasma combined with age, algorithm reported as presence or absence of brain amyloid pathology	False	5	C5852072;C5852073
0413U	CPT	Oncology (hematolymphoid neoplasm), optical genome mapping for copy number alterations, aneuploidy, and balanced/complex structural rearrangements, DNA from blood or bone marrow, report of clinically significant alterations	False	5	C5852074;C5852075
0414U	CPT	Oncology (lung), augmentative algorithmic analysis of digitized whole slide imaging for 8 genes (ALK, BRAF, EGFR, ERBB2, MET, NTRK1-3, RET, ROS1), and KRAS G12C and PD-L1, if performed, formalin-fixed paraffin-embedded (FFPE) tissue, reported as positive or negative for each biomarker	False	5	C5852078;C5852076;C5852077
0415U	CPT	Cardiovascular disease (acute coronary syndrome [ACS]), IL-16, FAS, FASLigand, HGF, CTACK, EOTAXIN, and MCP-3 by immunoassay combined with age, sex, family history, and personal history of diabetes, blood, algorithm reported as a 5-year (deleted risk) score for ACS	False	5	C5852079;C5852080
0417U	CPT	Rare diseases (constitutional/heritable disorders), whole mitochondrial genome sequence with heteroplasmy detection and deletion analysis, nuclear-encoded mitochondrial gene analysis of 335 nuclear genes, including sequence changes, deletions, insertions, and copy number variants analysis, blood or saliva, identification and categorization of mitochondrial disorder-associated genetic variants	False	7	C5852083;C5852087;C5852085;C5852086;C5852084
0418U	CPT	Oncology (breast), augmentative algorithmic analysis of digitized whole slide imaging of 8 histologic and immunohistochemical features, reported as a recurrence score	False	5	C5852088;C5852089;C5852090
0419U	CPT	Neuropsychiatry (eg, depression, anxiety), genomic sequence analysis panel, variant analysis of 13 genes, saliva or buccal swab, report of each gene phenotype	False	13	C5852091;C5852093;C5852098;C5852100;C5852101;C5852092;C5852097;C5852095;C5852096;C5852094;C5852099
0420U	CPT	Oncology (urothelial), mRNA expression profiling by real-time quantitative PCR of MDK, HOXA13, CDC2, IGFBP5, and CXCR2 in combination with droplet digital PCR (ddPCR) analysis of 6 single-nucleotide polymorphisms (SNPs) of genes TERT and FGFR3, urine, algorithm reported as a risk score for urothelial carcinoma	False	5	C5884297;C5944591
